site_net_kwh,site_net_kvarh,kva,tariff
3.95969934,2.306204854,18.32934246,OFF-PEAK
3.95969934,2.306204854,18.32934246,OFF-PEAK
2.948048565,1.414940953,13.08009067,OFF-PEAK
2.948048565,1.414940953,13.08009067,OFF-PEAK
3.954457845,3.367055276,20.7749072,PEAK
3.954457845,3.367055276,20.7749072,PEAK
9.255684611,6.946520298,46.28984197,PEAK
9.255684611,6.946520298,46.28984197,PEAK
10.43065125,8.389192129,53.54280982,PEAK
10.43065125,8.389192129,53.54280982,PEAK
11.0137862,8.592410027,55.87600508,PEAK
11.0137862,8.592410027,55.87600508,PEAK
10.2869971,8.557072202,53.52319781,PEAK
10.2869971,8.557072202,53.52319781,PEAK
10.4062747,8.724964876,54.31987707,PEAK
10.4062747,8.724964876,54.31987707,PEAK
10.42853099,8.208821463,53.08694881,PEAK
10.42853099,8.208821463,53.08694881,PEAK
10.27832956,8.316777296,52.88672321,PEAK
10.27832956,8.316777296,52.88672321,PEAK
10.28565052,8.429212984,53.19341888,PEAK
10.28565052,8.429212984,53.19341888,PEAK
9.600908734,7.678895034,49.17607182,PEAK
9.600908734,7.678895034,49.17607182,PEAK
8.209681814,7.396227076,44.20009963,PEAK
8.209681814,7.396227076,44.20009963,PEAK
2.502027662,2.584909083,14.38993948,PEAK
2.502027662,2.584909083,14.38993948,PEAK
5.05782922,5.729377402,30.56989417,PEAK
5.05782922,5.729377402,30.56989417,PEAK
6.657032628,7.365112733,39.71115087,PEAK
6.657032628,7.365112733,39.71115087,PEAK
7.237001984,7.32411129,41.18578471,PEAK
7.237001984,7.32411129,41.18578471,PEAK
7.784795417,7.536725406,43.34148489,PEAK
7.784795417,7.536725406,43.34148489,PEAK
8.72599213,7.753136854,46.69116743,PEAK
8.72599213,7.753136854,46.69116743,PEAK
9.176596405,7.903289015,48.44326972,PEAK
9.176596405,7.903289015,48.44326972,PEAK
8.325985904,7.068362509,43.68684742,PEAK
8.325985904,7.068362509,43.68684742,PEAK
4.509102632,3.19563913,22.10669256,PEAK
4.509102632,3.19563913,22.10669256,PEAK
3.931743185,2.301621272,18.22352982,PEAK
3.931743185,2.301621272,18.22352982,PEAK
3.821300961,2.231006253,17.69959545,PEAK
3.821300961,2.231006253,17.69959545,PEAK
3.856642473,2.177921497,17.71644805,PEAK
3.856642473,2.177921497,17.71644805,PEAK
3.865477851,2.164837438,17.72159819,PEAK
3.865477851,2.164837438,17.72159819,PEAK
3.82571865,2.178113423,17.60922543,PEAK
3.82571865,2.178113423,17.60922543,PEAK
3.684352603,2.098591083,16.96044275,PEAK
3.684352603,2.098591083,16.96044275,PEAK
3.73736487,2.151543487,17.24971214,PEAK
3.73736487,2.151543487,17.24971214,PEAK
3.759453315,2.164701777,17.35254357,PEAK
3.759453315,2.164701777,17.35254357,PEAK
3.706441048,2.173563214,17.18701011,OFF-PEAK
3.706441048,2.173563214,17.18701011,OFF-PEAK
3.702023359,2.186793368,17.19862421,OFF-PEAK
3.702023359,2.186793368,17.19862421,OFF-PEAK
3.662264158,2.129330757,16.94519553,OFF-PEAK
3.662264158,2.129330757,16.94519553,OFF-PEAK
3.878730917,2.217692714,17.87186146,OFF-PEAK
3.878730917,2.217692714,17.87186146,OFF-PEAK
3.803630205,2.195591628,17.56734486,OFF-PEAK
3.803630205,2.195591628,17.56734486,OFF-PEAK
3.816883272,2.138165637,17.49987438,OFF-PEAK
3.816883272,2.138165637,17.49987438,OFF-PEAK
3.794794827,2.133764697,17.41421009,OFF-PEAK
3.794794827,2.133764697,17.41421009,OFF-PEAK
3.821300961,2.164707825,17.56737932,OFF-PEAK
3.821300961,2.164707825,17.56737932,OFF-PEAK
3.852224784,2.191213077,17.72728994,OFF-PEAK
3.852224784,2.191213077,17.72728994,OFF-PEAK
3.785959449,2.182408614,17.47976947,OFF-PEAK
3.785959449,2.182408614,17.47976947,OFF-PEAK
3.768288693,2.169091008,17.39193168,OFF-PEAK
3.768288693,2.169091008,17.39193168,OFF-PEAK
3.763871004,2.182338182,17.40313759,OFF-PEAK
3.763871004,2.182338182,17.40313759,OFF-PEAK
3.861060162,2.239811596,17.85476589,OFF-PEAK
3.861060162,2.239811596,17.85476589,OFF-PEAK
3.808047894,2.18677645,17.56506533,OFF-PEAK
3.808047894,2.18677645,17.56506533,OFF-PEAK
3.790377138,2.160324959,17.45117201,OFF-PEAK
3.790377138,2.160324959,17.45117201,OFF-PEAK
3.777124071,2.173512843,17.43138518,OFF-PEAK
3.777124071,2.173512843,17.43138518,OFF-PEAK
3.816883272,2.186799363,17.59576738,OFF-PEAK
3.816883272,2.186799363,17.59576738,OFF-PEAK
3.891983984,2.261920304,18.00614242,OFF-PEAK
3.891983984,2.261920304,18.00614242,OFF-PEAK
3.74326699,2.33255256,17.6421537,OFF-PEAK
3.74326699,2.33255256,17.6421537,OFF-PEAK
3.756520057,2.288364118,17.59456883,OFF-PEAK
3.756520057,2.288364118,17.59456883,OFF-PEAK
3.959986529,3.91760692,22.28152142,PEAK
3.959986529,3.91760692,22.28152142,PEAK
7.790122868,7.016155707,41.93565647,PEAK
7.790122868,7.016155707,41.93565647,PEAK
5.034377377,5.999221772,31.32682364,PEAK
5.034377377,5.999221772,31.32682364,PEAK
5.758878369,6.87038225,35.85902003,PEAK
5.758878369,6.87038225,35.85902003,PEAK
4.135373189,7.624931454,34.69660297,PEAK
4.135373189,7.624931454,34.69660297,PEAK
2.147413152,5.994814769,25.47129753,PEAK
2.147413152,5.994814769,25.47129753,PEAK
-1.273975301,5.906695596,24.17008595,PEAK
-1.273975301,5.906695596,24.17008595,PEAK
-1.207709967,5.66791796,23.18063239,PEAK
-1.207709967,5.66791796,23.18063239,PEAK
-10.31173419,5.077171693,45.9755647,PEAK
-10.31173419,5.077171693,45.9755647,PEAK
-8.818555314,6.246618088,43.2272424,PEAK
-8.818555314,6.246618088,43.2272424,PEAK
-3.560615552,7.983484987,34.96604425,PEAK
-3.560615552,7.983484987,34.96604425,PEAK
-8.570274846,2.911726765,36.20558271,PEAK
-8.570274846,2.911726765,36.20558271,PEAK
-0.333055594,5.921371311,23.72292199,PEAK
-0.333055594,5.921371311,23.72292199,PEAK
1.836029691,7.903409096,32.45547852,PEAK
1.836029691,7.903409096,32.45547852,PEAK
2.343263769,7.921322834,33.0425763,PEAK
2.343263769,7.921322834,33.0425763,PEAK
2.506718261,7.846486187,32.94868299,PEAK
2.506718261,7.846486187,32.94868299,PEAK
6.431970899,7.655871924,39.99652476,PEAK
6.431970899,7.655871924,39.99652476,PEAK
6.604260769,7.825578974,40.95967706,PEAK
6.604260769,7.825578974,40.95967706,PEAK
7.847531709,7.342329328,42.9871709,PEAK
7.847531709,7.342329328,42.9871709,PEAK
3.398918915,2.562259677,17.02601512,PEAK
3.398918915,2.562259677,17.02601512,PEAK
3.922907807,2.248652197,18.08674315,PEAK
3.922907807,2.248652197,18.08674315,PEAK
3.878730917,2.213298033,17.86314271,PEAK
3.878730917,2.213298033,17.86314271,PEAK
3.847807095,2.182348154,17.69441173,PEAK
3.847807095,2.182348154,17.69441173,PEAK
3.90965474,2.177921345,17.90139283,PEAK
3.90965474,2.177921345,17.90139283,PEAK
3.883148606,2.164699019,17.78303234,PEAK
3.883148606,2.164699019,17.78303234,PEAK
3.799212516,2.160255357,17.48174772,PEAK
3.799212516,2.160255357,17.48174772,PEAK
3.78154176,2.160366323,17.42055831,PEAK
3.78154176,2.160366323,17.42055831,PEAK
3.65342878,2.067684816,16.79183723,PEAK
3.65342878,2.067684816,16.79183723,PEAK
3.746200248,2.142609935,17.26258086,OFF-PEAK
3.746200248,2.142609935,17.26258086,OFF-PEAK
3.69760567,2.164760541,17.13871682,OFF-PEAK
3.69760567,2.164760541,17.13871682,OFF-PEAK
3.675517225,2.169085554,17.07131349,OFF-PEAK
3.675517225,2.169085554,17.07131349,OFF-PEAK
3.666681847,2.186813816,17.07710066,OFF-PEAK
3.666681847,2.186813816,17.07710066,OFF-PEAK
3.622504957,2.111833022,16.77253988,OFF-PEAK
3.622504957,2.111833022,16.77253988,OFF-PEAK
3.82571865,2.20001328,17.65273083,OFF-PEAK
3.82571865,2.20001328,17.65273083,OFF-PEAK
3.790377138,2.217689083,17.56592325,OFF-PEAK
3.790377138,2.217689083,17.56592325,OFF-PEAK
3.803630205,2.21327401,17.60281095,OFF-PEAK
3.803630205,2.21327401,17.60281095,OFF-PEAK
3.777124071,2.230941153,17.54708622,OFF-PEAK
3.777124071,2.230941153,17.54708622,OFF-PEAK
3.808047894,2.208867548,17.60923604,OFF-PEAK
3.808047894,2.208867548,17.60923604,OFF-PEAK
3.861060162,2.226541873,17.82819084,OFF-PEAK
3.861060162,2.226541873,17.82819084,OFF-PEAK
3.768288693,2.257457261,17.57093644,OFF-PEAK
3.768288693,2.257457261,17.57093644,OFF-PEAK
3.772706382,2.24860392,17.56794036,OFF-PEAK
3.772706382,2.24860392,17.56794036,OFF-PEAK
3.78154176,2.239797439,17.58033021,OFF-PEAK
3.78154176,2.239797439,17.58033021,OFF-PEAK
3.838971717,2.2353518,17.7694126,OFF-PEAK
3.838971717,2.2353518,17.7694126,OFF-PEAK
3.799212516,2.226515773,17.6142616,OFF-PEAK
3.799212516,2.226515773,17.6142616,OFF-PEAK
3.785959449,2.213377342,17.54196258,OFF-PEAK
3.785959449,2.213377342,17.54196258,OFF-PEAK
3.812465583,2.20455447,17.61588112,OFF-PEAK
3.812465583,2.20455447,17.61588112,OFF-PEAK
2.579588588,2.32823129,13.89960473,OFF-PEAK
2.579588588,2.32823129,13.89960473,OFF-PEAK
2.6149301,2.231189688,13.74980253,OFF-PEAK
2.6149301,2.231189688,13.74980253,OFF-PEAK
4.699341768,4.736746002,26.68949628,PEAK
4.699341768,4.736746002,26.68949628,PEAK
6.96561621,6.418903989,37.8887081,PEAK
6.96561621,6.418903989,37.8887081,PEAK
5.020666567,7.83748876,37.23080936,PEAK
5.020666567,7.83748876,37.23080936,PEAK
4.976489677,7.580772194,36.27308789,PEAK
4.976489677,7.580772194,36.27308789,PEAK
-1.803290131,7.864666419,32.27502643,PEAK
-1.803290131,7.864666419,32.27502643,PEAK
-2.019756891,7.768197612,32.10590277,PEAK
-2.019756891,7.768197612,32.10590277,PEAK
-2.985379871,7.262707324,31.40940258,PEAK
-2.985379871,7.262707324,31.40940258,PEAK
-2.923532225,6.87392955,29.87920966,PEAK
-2.923532225,6.87392955,29.87920966,PEAK
-8.167920065,6.673452308,42.1900242,PEAK
-8.167920065,6.673452308,42.1900242,PEAK
-8.14583162,6.77290772,42.37487024,PEAK
-8.14583162,6.77290772,42.37487024,PEAK
-6.140463939,6.675129594,36.2795044,PEAK
-6.140463939,6.675129594,36.2795044,PEAK
-9.643691294,3.20725095,40.65213213,PEAK
-9.643691294,3.20725095,40.65213213,PEAK
-7.096012043,4.763220983,34.18576571,PEAK
-7.096012043,4.763220983,34.18576571,PEAK
-6.455447142,5.266027542,33.32358777,PEAK
-6.455447142,5.266027542,33.32358777,PEAK
-2.649763836,5.301425828,23.70699954,PEAK
-2.649763836,5.301425828,23.70699954,PEAK
-1.315621766,5.716577958,23.46405734,PEAK
-1.315621766,5.716577958,23.46405734,PEAK
3.910867286,5.818108444,28.04147465,PEAK
3.910867286,5.818108444,28.04147465,PEAK
3.424921499,5.56766999,26.14698036,PEAK
3.424921499,5.56766999,26.14698036,PEAK
7.621002288,5.875529345,38.49187363,PEAK
7.621002288,5.875529345,38.49187363,PEAK
3.198895627,2.628570623,16.56131239,PEAK
3.198895627,2.628570623,16.56131239,PEAK
3.865477851,2.371846259,18.14059478,PEAK
3.865477851,2.371846259,18.14059478,PEAK
3.715276425,2.138162393,17.14643629,PEAK
3.715276425,2.138162393,17.14643629,PEAK
3.728529492,2.120501157,17.15736918,PEAK
3.728529492,2.120501157,17.15736918,PEAK
3.724111803,2.085168509,17.07252128,PEAK
3.724111803,2.085168509,17.07252128,PEAK
3.821300961,2.098410651,17.43819637,PEAK
3.821300961,2.098410651,17.43819637,PEAK
3.710858737,2.102826489,17.0609973,PEAK
3.710858737,2.102826489,17.0609973,PEAK
3.69760567,2.107237815,17.02362542,PEAK
3.69760567,2.107237815,17.02362542,PEAK
3.702023359,2.120491122,17.06526744,PEAK
3.702023359,2.120491122,17.06526744,PEAK
3.732947181,2.116104104,17.16405138,OFF-PEAK
3.732947181,2.116104104,17.16405138,OFF-PEAK
3.750617937,2.120493041,17.23421047,OFF-PEAK
3.750617937,2.120493041,17.23421047,OFF-PEAK
3.710858737,2.120495339,17.09595182,OFF-PEAK
3.710858737,2.120495339,17.09595182,OFF-PEAK
3.671099536,2.124910215,16.96689257,OFF-PEAK
3.671099536,2.124910215,16.96689257,OFF-PEAK
3.60925189,2.080977416,16.66477301,OFF-PEAK
3.60925189,2.080977416,16.66477301,OFF-PEAK
3.732947181,2.063444656,17.06115987,OFF-PEAK
3.732947181,2.063444656,17.06115987,OFF-PEAK
3.918490118,2.226516511,18.02750813,OFF-PEAK
3.918490118,2.226516511,18.02750813,OFF-PEAK
3.878730917,2.213262379,17.86307203,OFF-PEAK
3.878730917,2.213262379,17.86307203,OFF-PEAK
3.86989554,2.204426833,17.81486532,OFF-PEAK
3.86989554,2.204426833,17.81486532,OFF-PEAK
3.896401673,2.217777352,17.93342461,OFF-PEAK
3.896401673,2.217777352,17.93342461,OFF-PEAK
3.922907807,2.200016661,17.9907883,OFF-PEAK
3.922907807,2.200016661,17.9907883,OFF-PEAK
3.878730917,2.22654276,17.88945888,OFF-PEAK
3.878730917,2.22654276,17.88945888,OFF-PEAK
3.834554028,2.204429759,17.69217461,OFF-PEAK
3.834554028,2.204429759,17.69217461,OFF-PEAK
3.834554028,2.2044466,17.69220819,OFF-PEAK
3.834554028,2.2044466,17.69220819,OFF-PEAK
3.883148606,2.204451154,17.86099571,OFF-PEAK
3.883148606,2.204451154,17.86099571,OFF-PEAK
3.86989554,2.204432188,17.81487592,OFF-PEAK
3.86989554,2.204432188,17.81487592,OFF-PEAK
3.834554028,2.208846813,17.70098702,OFF-PEAK
3.834554028,2.208846813,17.70098702,OFF-PEAK
3.710858737,2.094352524,17.04431169,OFF-PEAK
3.710858737,2.094352524,17.04431169,OFF-PEAK
2.179295597,2.155849627,12.26182167,OFF-PEAK
2.179295597,2.155849627,12.26182167,OFF-PEAK
1.101379488,1.216276872,6.563372556,OFF-PEAK
1.101379488,1.216276872,6.563372556,OFF-PEAK
-2.259098245,0.623046632,9.373760811,OFF-PEAK
-2.259098245,0.623046632,9.373760811,OFF-PEAK
-2.276769,0.676152468,9.500197253,OFF-PEAK
-2.276769,0.676152468,9.500197253,OFF-PEAK
-5.593103745,2.226518002,24.07993087,OFF-PEAK
-5.593103745,2.226518002,24.07993087,OFF-PEAK
-5.601939123,2.222115612,24.10627129,OFF-PEAK
-5.601939123,2.222115612,24.10627129,OFF-PEAK
-10.00702246,2.301843196,41.07339393,OFF-PEAK
-10.00702246,2.301843196,41.07339393,OFF-PEAK
-10.09979393,2.26633104,41.40378605,OFF-PEAK
-10.09979393,2.26633104,41.40378605,OFF-PEAK
-12.15019912,2.266289394,49.43899778,OFF-PEAK
-12.15019912,2.266289394,49.43899778,OFF-PEAK
-12.26947673,2.253066843,49.8985161,OFF-PEAK
-12.26947673,2.253066843,49.8985161,OFF-PEAK
-12.66785638,2.186771447,51.42086028,OFF-PEAK
-12.66785638,2.186771447,51.42086028,OFF-PEAK
-12.70319789,2.160251822,51.5422816,OFF-PEAK
-12.70319789,2.160251822,51.5422816,OFF-PEAK
-11.75452886,2.138273677,47.78973331,OFF-PEAK
-11.75452886,2.138273677,47.78973331,OFF-PEAK
-11.83846495,2.182391611,48.15177431,OFF-PEAK
-11.83846495,2.182391611,48.15177431,OFF-PEAK
-9.093735509,2.213396623,37.43691229,OFF-PEAK
-9.093735509,2.213396623,37.43691229,OFF-PEAK
-9.226266179,2.089650228,37.83979401,OFF-PEAK
-9.226266179,2.089650228,37.83979401,OFF-PEAK
-5.575281781,1.99239993,23.68237299,OFF-PEAK
-5.575281781,1.99239993,23.68237299,OFF-PEAK
-5.800583918,1.686764861,24.16342674,OFF-PEAK
-5.800583918,1.686764861,24.16342674,OFF-PEAK
-0.029264685,2.164669013,8.659467288,OFF-PEAK
-0.029264685,2.164669013,8.659467288,OFF-PEAK
-0.126453842,2.085418209,8.356994369,OFF-PEAK
-0.126453842,2.085418209,8.356994369,OFF-PEAK
2.75025751,2.17350534,14.02172134,OFF-PEAK
2.75025751,2.17350534,14.02172134,OFF-PEAK
2.79001671,2.134109052,14.05054572,OFF-PEAK
2.79001671,2.134109052,14.05054572,OFF-PEAK
3.710858737,1.934964873,16.74016087,OFF-PEAK
3.710858737,1.934964873,16.74016087,OFF-PEAK
2.986357745,1.312676879,13.04849611,OFF-PEAK
2.986357745,1.312676879,13.04849611,OFF-PEAK
3.78154176,2.085153465,17.27329641,OFF-PEAK
3.78154176,2.085153465,17.27329641,OFF-PEAK
3.772706382,2.094018796,17.25953796,OFF-PEAK
3.772706382,2.094018796,17.25953796,OFF-PEAK
3.812465583,2.11608194,17.4414204,OFF-PEAK
3.812465583,2.11608194,17.4414204,OFF-PEAK
3.768288693,2.09843693,17.25268082,OFF-PEAK
3.768288693,2.09843693,17.25268082,OFF-PEAK
3.622504957,2.019111304,16.58884089,OFF-PEAK
3.622504957,2.019111304,16.58884089,OFF-PEAK
3.799212516,2.147067587,17.45573371,OFF-PEAK
3.799212516,2.147067587,17.45573371,OFF-PEAK
3.763871004,2.138165546,17.31518494,OFF-PEAK
3.763871004,2.138165546,17.31518494,OFF-PEAK
3.830136339,2.133764846,17.53756963,OFF-PEAK
3.830136339,2.133764846,17.53756963,OFF-PEAK
3.794794827,2.138284025,17.42307727,OFF-PEAK
3.794794827,2.138284025,17.42307727,OFF-PEAK
3.790377138,2.067690169,17.27069263,OFF-PEAK
3.790377138,2.067690169,17.27069263,OFF-PEAK
3.569492689,1.740260756,15.88447572,OFF-PEAK
3.569492689,1.740260756,15.88447572,OFF-PEAK
2.213262175,0.273911078,8.92058898,OFF-PEAK
2.213262175,0.273911078,8.92058898,OFF-PEAK
2.257439065,0.355467949,9.141018406,OFF-PEAK
2.257439065,0.355467949,9.141018406,OFF-PEAK
2.177920663,0.815303355,9.302092647,OFF-PEAK
2.177920663,0.815303355,9.302092647,OFF-PEAK
2.169085285,0.282731699,8.749736626,OFF-PEAK
2.169085285,0.282731699,8.749736626,OFF-PEAK
2.208844486,0.53876559,9.094404719,OFF-PEAK
2.208844486,0.53876559,9.094404719,OFF-PEAK
2.23535062,0.300499871,9.021833575,OFF-PEAK
2.23535062,0.300499871,9.021833575,OFF-PEAK
2.213262175,0.291636602,8.929574559,OFF-PEAK
2.213262175,0.291636602,8.929574559,OFF-PEAK
2.204426797,0.296026516,8.896857154,OFF-PEAK
2.204426797,0.296026516,8.896857154,OFF-PEAK
2.14699684,0.282781856,8.662157709,OFF-PEAK
2.14699684,0.282781856,8.662157709,OFF-PEAK
2.155832218,0.256376221,8.684092418,OFF-PEAK
2.155832218,0.256376221,8.684092418,OFF-PEAK
2.217679864,0.256226351,8.929730945,OFF-PEAK
2.217679864,0.256226351,8.929730945,OFF-PEAK
2.177920663,0.265273527,8.776066052,OFF-PEAK
2.177920663,0.265273527,8.776066052,OFF-PEAK
2.155832218,0.256228412,8.684022619,OFF-PEAK
2.155832218,0.256228412,8.684022619,OFF-PEAK
0.774187269,0.251808989,3.256436567,OFF-PEAK
0.774187269,0.251808989,3.256436567,OFF-PEAK
0.800693403,0.269492884,3.379316713,OFF-PEAK
0.800693403,0.269492884,3.379316713,OFF-PEAK
-3.945349074,0.265263076,15.81702567,OFF-PEAK
-3.945349074,0.265263076,15.81702567,OFF-PEAK
-3.309201862,1.004856501,13.8336133,OFF-PEAK
-3.309201862,1.004856501,13.8336133,OFF-PEAK
-7.615611078,2.231160335,31.74286907,OFF-PEAK
-7.615611078,2.231160335,31.74286907,OFF-PEAK
-7.655370279,2.257439238,31.92509383,OFF-PEAK
-7.655370279,2.257439238,31.92509383,OFF-PEAK
-11.19045103,2.235351081,45.64611504,OFF-PEAK
-11.19045103,2.235351081,45.64611504,OFF-PEAK
-11.16394489,2.239776553,45.54562804,OFF-PEAK
-11.16394489,2.239776553,45.54562804,OFF-PEAK
-14.12779921,2.244533135,57.21994609,OFF-PEAK
-14.12779921,2.244533135,57.21994609,OFF-PEAK
-14.14105227,2.270698996,57.28880286,OFF-PEAK
-14.14105227,2.270698996,57.28880286,OFF-PEAK
-14.33327454,2.266289394,58.04533768,OFF-PEAK
-14.33327454,2.266289394,58.04533768,OFF-PEAK
-14.37745143,2.195769167,58.17662923,OFF-PEAK
-14.37745143,2.195769167,58.17662923,OFF-PEAK
-13.03121324,2.253306571,52.8983794,OFF-PEAK
-13.03121324,2.253306571,52.8983794,OFF-PEAK
-13.15049084,2.182366316,53.32138514,OFF-PEAK
-13.15049084,2.182366316,53.32138514,OFF-PEAK
-10.46934412,2.151415995,42.75245155,OFF-PEAK
-10.46934412,2.151415995,42.75245155,OFF-PEAK
-10.46050874,2.209279256,42.765062,OFF-PEAK
-10.46050874,2.209279256,42.765062,OFF-PEAK
-6.844298691,2.253245887,28.82264154,OFF-PEAK
-6.844298691,2.253245887,28.82264154,OFF-PEAK
-6.800121801,2.182392999,28.56697274,OFF-PEAK
-6.800121801,2.182392999,28.56697274,OFF-PEAK
-1.667442374,2.239851347,11.16945702,OFF-PEAK
-1.667442374,2.239851347,11.16945702,OFF-PEAK
-1.676277752,2.244207795,11.20455317,OFF-PEAK
-1.676277752,2.244207795,11.20455317,OFF-PEAK
2.839922021,2.191282221,14.34817054,OFF-PEAK
2.839922021,2.191282221,14.34817054,OFF-PEAK
2.839922021,2.182550622,14.3268611,OFF-PEAK
2.839922021,2.182550622,14.3268611,OFF-PEAK
3.940578563,2.195621754,18.04390836,OFF-PEAK
3.940578563,2.195621754,18.04390836,OFF-PEAK
3.82571865,2.169086066,17.59138769,OFF-PEAK
3.82571865,2.169086066,17.59138769,OFF-PEAK
3.82571865,2.142610393,17.53939679,OFF-PEAK
3.82571865,2.142610393,17.53939679,OFF-PEAK
3.799212516,2.133747316,17.42958099,OFF-PEAK
3.799212516,2.133747316,17.42958099,OFF-PEAK
3.838971717,2.146998906,17.59423003,OFF-PEAK
3.838971717,2.146998906,17.59423003,OFF-PEAK
3.286760595,1.594774405,14.61292612,OFF-PEAK
3.286760595,1.594774405,14.61292612,OFF-PEAK
1.926112392,0.604053645,8.074443388,OFF-PEAK
1.926112392,0.604053645,8.074443388,OFF-PEAK
2.120490707,0.830531738,9.109347994,OFF-PEAK
2.120490707,0.830531738,9.109347994,OFF-PEAK
1.983542348,0.693726524,8.405423714,OFF-PEAK
1.983542348,0.693726524,8.405423714,OFF-PEAK
3.538568867,1.880278981,16.02843407,OFF-PEAK
3.538568867,1.880278981,16.02843407,OFF-PEAK
3.914072429,2.226547131,18.01220702,OFF-PEAK
3.914072429,2.226547131,18.01220702,OFF-PEAK
3.852224784,2.213270694,17.77107895,OFF-PEAK
3.852224784,2.213270694,17.77107895,OFF-PEAK
3.865477851,2.208905759,17.80839517,OFF-PEAK
3.865477851,2.208905759,17.80839517,OFF-PEAK
3.86989554,2.178023929,17.76282848,OFF-PEAK
3.86989554,2.178023929,17.76282848,OFF-PEAK
3.914072429,2.182342479,17.92543742,OFF-PEAK
3.914072429,2.182342479,17.92543742,OFF-PEAK
3.843389406,2.191174277,17.69650218,OFF-PEAK
3.843389406,2.191174277,17.69650218,OFF-PEAK
3.843389406,2.191173385,17.69650041,OFF-PEAK
3.843389406,2.191173385,17.69650041,OFF-PEAK
3.821300961,2.191173799,17.61979961,OFF-PEAK
3.821300961,2.191173799,17.61979961,OFF-PEAK
3.949413941,2.195631576,18.07480832,OFF-PEAK
3.949413941,2.195631576,18.07480832,OFF-PEAK
3.891983984,2.16468656,17.81388548,OFF-PEAK
3.891983984,2.16468656,17.81388548,OFF-PEAK
3.843389406,2.160307908,17.63567855,OFF-PEAK
3.843389406,2.160307908,17.63567855,OFF-PEAK
3.808047894,2.146997639,17.48637304,OFF-PEAK
3.808047894,2.146997639,17.48637304,OFF-PEAK
3.816883272,2.146997052,17.5171661,OFF-PEAK
3.816883272,2.146997052,17.5171661,OFF-PEAK
3.891983984,2.15141603,17.78814449,OFF-PEAK
3.891983984,2.15141603,17.78814449,OFF-PEAK
3.861060162,2.151415768,17.67998886,OFF-PEAK
3.861060162,2.151415768,17.67998886,OFF-PEAK
3.843389406,2.186786528,17.68781612,OFF-PEAK
3.843389406,2.186786528,17.68781612,OFF-PEAK
2.031520993,2.177950022,11.91338329,OFF-PEAK
2.031520993,2.177950022,11.91338329,OFF-PEAK
2.009432548,1.978231786,11.27916321,OFF-PEAK
2.009432548,1.978231786,11.27916321,OFF-PEAK
-2.839462288,2.505386672,15.14701738,PEAK
-2.839462288,2.505386672,15.14701738,PEAK
1.096698586,6.052657027,24.60484663,PEAK
1.096698586,6.052657027,24.60484663,PEAK
-3.621789241,6.149500711,28.54714453,PEAK
-3.621789241,6.149500711,28.54714453,PEAK
-2.29206486,7.285156134,30.54886216,PEAK
-2.29206486,7.285156134,30.54886216,PEAK
-4.466513736,7.686887792,35.56132481,PEAK
-4.466513736,7.686887792,35.56132481,PEAK
-3.967314883,7.819509547,35.07348102,PEAK
-3.967314883,7.819509547,35.07348102,PEAK
-6.310841594,7.912320166,40.48338564,PEAK
-6.310841594,7.912320166,40.48338564,PEAK
-6.24457626,8.270248017,41.45199342,PEAK
-6.24457626,8.270248017,41.45199342,PEAK
-6.603927049,8.02256236,41.56409206,PEAK
-6.603927049,8.02256236,41.56409206,PEAK
-6.917582966,8.071117844,42.51981135,PEAK
-6.917582966,8.071117844,42.51981135,PEAK
-6.407128882,7.832585749,40.4772924,PEAK
-6.407128882,7.832585749,40.4772924,PEAK
-10.8469063,3.380127819,45.44546452,PEAK
-10.8469063,3.380127819,45.44546452,PEAK
-5.784847496,5.994600489,33.32259187,PEAK
-5.784847496,5.994600489,33.32259187,PEAK
-3.57600301,8.216904204,35.84529252,PEAK
-3.57600301,8.216904204,35.84529252,PEAK
0.281076132,8.199502076,32.81727304,PEAK
0.281076132,8.199502076,32.81727304,PEAK
0.320835333,8.544475763,34.20198857,PEAK
0.320835333,8.544475763,34.20198857,PEAK
4.549196151,8.164912791,37.38683972,PEAK
4.549196151,8.164912791,37.38683972,PEAK
5.061648072,8.504376237,39.58680515,PEAK
5.061648072,8.504376237,39.58680515,PEAK
8.36479645,7.524138246,45.00355115,PEAK
8.36479645,7.524138246,45.00355115,PEAK
3.288871822,2.616745184,16.81144049,PEAK
3.288871822,2.616745184,16.81144049,PEAK
3.949413941,2.244212894,18.17002454,PEAK
3.949413941,2.244212894,18.17002454,PEAK
3.900819362,2.164668253,17.84474392,PEAK
3.900819362,2.164668253,17.84474392,PEAK
3.838971717,2.142789985,17.58601843,PEAK
3.838971717,2.142789985,17.58601843,PEAK
3.799212516,2.094122218,17.35251618,PEAK
3.799212516,2.094122218,17.35251618,PEAK
3.834554028,2.080834674,17.45104124,PEAK
3.834554028,2.080834674,17.45104124,PEAK
3.922907807,2.07191177,17.7457709,PEAK
3.922907807,2.07191177,17.7457709,PEAK
3.741782559,1.974707549,16.92354886,PEAK
3.741782559,1.974707549,16.92354886,PEAK
3.728529492,2.015088459,16.95288231,PEAK
3.728529492,2.015088459,16.95288231,PEAK
3.883148606,2.120491667,17.69760572,OFF-PEAK
3.883148606,2.120491667,17.69760572,OFF-PEAK
3.980337764,2.156258982,18.10747537,OFF-PEAK
3.980337764,2.156258982,18.10747537,OFF-PEAK
3.949413941,2.067497511,17.83139543,OFF-PEAK
